state,district,pincode,demo_age_5_17,demo_age_17_,enroll_age_0_5,enroll_age_5_17,enroll_age_18_greater,bio_age_5_17,bio_age_17_,enroll_ratio_5_17,enroll_ratio_17_plus,bio_ratio_5_17,bio_ratio_17_plus
Karnataka,Belagavi,591217,102.0,245.0,43.0,12.0,2.0,565.0,227.0,0.11764705882352941,0.00816326530612245,5.53921568627451,0.926530612244898
Andhra Pradesh,Krishna,521403,102.0,897.0,65.0,5.0,0.0,1275.0,831.0,0.049019607843137254,0.0,12.5,0.9264214046822743
Kerala,Kannur,673311,21.0,231.0,16.0,6.0,4.0,240.0,214.0,0.2857142857142857,0.017316017316017316,11.428571428571429,0.9264069264069265
Uttar Pradesh,Deoria,274602,102.0,964.0,76.0,60.0,1.0,1051.0,893.0,0.5882352941176471,0.001037344398340249,10.303921568627452,0.9263485477178424
Jammu and Kashmir,Jammu,180006,82.0,706.0,46.0,19.0,1.0,469.0,654.0,0.23170731707317074,0.00141643059490085,5.719512195121951,0.9263456090651558
Odisha,Bhadrak,756114,314.0,1710.0,123.0,38.0,0.0,1872.0,1584.0,0.12101910828025478,0.0,5.961783439490445,0.9263157894736842
Tamil Nadu,Krishnagiri,635306,146.0,868.0,123.0,19.0,0.0,1497.0,804.0,0.13013698630136986,0.0,10.253424657534246,0.9262672811059908
Tamil Nadu,Theni,625530,146.0,1408.0,105.0,9.0,0.0,1122.0,1304.0,0.06164383561643835,0.0,7.684931506849315,0.9261363636363636
Tamil Nadu,Vellore,632516,42.0,338.0,21.0,5.0,0.0,275.0,313.0,0.11904761904761904,0.0,6.5476190476190474,0.9260355029585798
Andhra Pradesh,Kurnool,518123,181.0,932.0,77.0,3.0,0.0,1986.0,863.0,0.016574585635359115,0.0,10.972375690607734,0.9259656652360515
Maharashtra,Bid,431131,24.0,1580.0,51.0,20.0,0.0,94.0,1463.0,0.8333333333333334,0.0,3.9166666666666665,0.9259493670886076
Karnataka,Davanagere,583213,2.0,54.0,8.0,0.0,0.0,4.0,50.0,0.0,0.0,2.0,0.9259259259259259
Gujarat,Ahmadabad,380059,4.0,54.0,4.0,1.0,0.0,2.0,50.0,0.25,0.0,0.5,0.9259259259259259
Arunachal Pradesh,Lohit,792103,4.0,81.0,5.0,4.0,0.0,18.0,75.0,1.0,0.0,4.5,0.9259259259259259
Gujarat,Kheda,387240,18.0,256.0,11.0,0.0,0.0,208.0,237.0,0.0,0.0,11.555555555555555,0.92578125
Karnataka,Uttara Kannada,581320,350.0,2194.0,215.0,32.0,3.0,1671.0,2031.0,0.09142857142857143,0.0013673655423883319,4.774285714285714,0.9257064721969006
Madhya Pradesh,Mandsaur,458883,686.0,3183.0,844.0,61.0,1.0,4115.0,2946.0,0.08892128279883382,0.00031416902293433867,5.998542274052478,0.9255419415645617
Maharashtra,Buldhana,443104,31.0,1463.0,70.0,14.0,0.0,1223.0,1354.0,0.45161290322580644,0.0,39.45161290322581,0.9254955570745045
Tamil Nadu,Tiruvallur,600071,575.0,2925.0,195.0,43.0,1.0,2599.0,2707.0,0.07478260869565218,0.0003418803418803419,4.52,0.9254700854700855
Rajasthan,Karauli,321610,86.0,630.0,53.0,22.0,0.0,577.0,583.0,0.2558139534883721,0.0,6.709302325581396,0.9253968253968254
Kerala,Palakkad,679304,53.0,804.0,39.0,22.0,2.0,500.0,744.0,0.41509433962264153,0.0024875621890547263,9.433962264150944,0.9253731343283582
Odisha,Rayagada,765020,554.0,3229.0,243.0,89.0,0.0,3715.0,2987.0,0.16064981949458484,0.0,6.705776173285199,0.9250541963456178
Odisha,NUAPADA,766118,0.0,40.0,9.0,0.0,0.0,4.0,37.0,0.0,0.0,4.0,0.925
Uttar Pradesh,Lucknow,226006,61.0,1066.0,83.0,65.0,3.0,1098.0,986.0,1.0655737704918034,0.0028142589118198874,18.0,0.924953095684803
West Bengal,Hooghly,712247,12.0,319.0,25.0,18.0,0.0,204.0,295.0,1.5,0.0,17.0,0.9247648902821317
Andhra Pradesh,Krishna,521181,158.0,651.0,48.0,5.0,0.0,1172.0,602.0,0.03164556962025317,0.0,7.417721518987341,0.9247311827956989
Kerala,Kozhikode,673661,144.0,1461.0,69.0,39.0,4.0,1193.0,1351.0,0.2708333333333333,0.0027378507871321013,8.284722222222221,0.9247091033538672
Odisha,Mayurbhanj,757042,203.0,1261.0,113.0,36.0,2.0,1285.0,1166.0,0.17733990147783252,0.0015860428231562252,6.330049261083744,0.9246629659000793
Andhra Pradesh,Chittoor,517421,110.0,690.0,72.0,7.0,1.0,1407.0,638.0,0.06363636363636363,0.0014492753623188406,12.790909090909091,0.9246376811594202
Telangana,Nizamabad,503225,153.0,782.0,85.0,6.0,1.0,860.0,723.0,0.0392156862745098,0.0012787723785166241,5.620915032679738,0.9245524296675192
Andhra Pradesh,Khammam,507160,78.0,503.0,16.0,2.0,0.0,219.0,465.0,0.02564102564102564,0.0,2.8076923076923075,0.9244532803180915
Uttar Pradesh,Gorakhpur,273010,193.0,1414.0,49.0,64.0,1.0,1089.0,1307.0,0.3316062176165803,0.0007072135785007072,5.642487046632124,0.9243281471004243
West Bengal,Hooghly,712245,20.0,449.0,30.0,20.0,1.0,196.0,415.0,1.0,0.0022271714922048997,9.8,0.9242761692650334
Tamil Nadu,Kanyakumari,629809,47.0,132.0,20.0,0.0,0.0,212.0,122.0,0.0,0.0,4.51063829787234,0.9242424242424242
Andhra Pradesh,Srikakulam,532148,244.0,923.0,53.0,1.0,0.0,1871.0,853.0,0.004098360655737705,0.0,7.668032786885246,0.9241603466955579
Andhra Pradesh,Visakhapatnam,531026,165.0,921.0,82.0,0.0,0.0,2123.0,851.0,0.0,0.0,12.866666666666667,0.9239956568946797
Bihar,Banka,813102,474.0,6551.0,601.0,371.0,6.0,5584.0,6053.0,0.7827004219409283,0.0009158907037093573,11.780590717299578,0.9239810715921234
Karnataka,Gadag,582101,644.0,1692.0,307.0,24.0,3.0,2042.0,1563.0,0.037267080745341616,0.0017730496453900709,3.170807453416149,0.9237588652482269
Maharashtra,Satara,415011,62.0,1206.0,87.0,6.0,0.0,1370.0,1114.0,0.0967741935483871,0.0,22.096774193548388,0.9237147595356551
Karnataka,Bagalkot,587112,467.0,782.0,102.0,10.0,6.0,893.0,722.0,0.021413276231263382,0.0076726342710997444,1.9122055674518201,0.9232736572890026
Karnataka,Uttara Kannada,581318,71.0,482.0,71.0,4.0,0.0,433.0,445.0,0.056338028169014086,0.0,6.098591549295775,0.9232365145228216
Tamil Nadu,Salem,636117,109.0,482.0,71.0,5.0,0.0,626.0,445.0,0.045871559633027525,0.0,5.743119266055046,0.9232365145228216
Rajasthan,Alwar,301018,55.0,651.0,51.0,38.0,2.0,649.0,601.0,0.6909090909090909,0.0030721966205837174,11.8,0.9231950844854071
Madhya Pradesh,Guna,473111,128.0,1106.0,151.0,46.0,0.0,1673.0,1021.0,0.359375,0.0,13.0703125,0.9231464737793852
Madhya Pradesh,Jhabua,457990,4.0,78.0,19.0,10.0,0.0,63.0,72.0,2.5,0.0,15.75,0.9230769230769231
Kerala,Thiruvananthapuram,695043,62.0,741.0,35.0,7.0,6.0,474.0,684.0,0.11290322580645161,0.008097165991902834,7.645161290322581,0.9230769230769231
West Bengal,East Midnapur,721144,2.0,13.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.9230769230769231
Gujarat,Devbhumi Dwarka,360579,1.0,13.0,1.0,0.0,1.0,20.0,12.0,0.0,0.07692307692307693,20.0,0.9230769230769231
Odisha,Baleshwar,756182,3.0,78.0,1.0,2.0,0.0,26.0,72.0,0.6666666666666666,0.0,8.666666666666666,0.9230769230769231
Andhra Pradesh,Nellore,524318,8.0,26.0,12.0,2.0,0.0,114.0,24.0,0.25,0.0,14.25,0.9230769230769231
Himachal Pradesh,Shimla,173219,2.0,13.0,1.0,0.0,0.0,17.0,12.0,0.0,0.0,8.5,0.9230769230769231
Gujarat,Navsari,396412,17.0,91.0,16.0,0.0,0.0,109.0,84.0,0.0,0.0,6.411764705882353,0.9230769230769231
Maharashtra,Bhandara,441805,44.0,2195.0,40.0,1.0,2.0,981.0,2026.0,0.022727272727272728,0.0009111617312072893,22.295454545454547,0.9230068337129841
Andhra Pradesh,Mahabub Nagar,509202,7.0,480.0,41.0,20.0,0.0,7.0,443.0,2.857142857142857,0.0,1.0,0.9229166666666667
Gujarat,Rajkot,360040,38.0,570.0,48.0,6.0,1.0,553.0,526.0,0.15789473684210525,0.0017543859649122807,14.552631578947368,0.9228070175438596
Delhi,South West Delhi,110072,115.0,1048.0,70.0,10.0,0.0,954.0,967.0,0.08695652173913043,0.0,8.295652173913043,0.9227099236641222
Telangana,Nizamabad,503002,365.0,1875.0,145.0,18.0,0.0,1794.0,1730.0,0.049315068493150684,0.0,4.9150684931506845,0.9226666666666666
Tamil Nadu,Salem,636401,100.0,724.0,69.0,8.0,1.0,987.0,668.0,0.08,0.0013812154696132596,9.87,0.9226519337016574
Bihar,Siwan,841407,33.0,323.0,19.0,28.0,1.0,191.0,298.0,0.8484848484848485,0.0030959752321981426,5.787878787878788,0.9226006191950464
Bihar,Vaishali,844125,282.0,3333.0,218.0,313.0,0.0,1890.0,3075.0,1.1099290780141844,0.0,6.702127659574468,0.9225922592259226
Jharkhand,Kodarma,825409,101.0,1639.0,81.0,51.0,0.0,399.0,1512.0,0.504950495049505,0.0,3.9504950495049505,0.9225137278828553
Maharashtra,Ahmadnagar,413710,119.0,1961.0,122.0,17.0,0.0,1766.0,1809.0,0.14285714285714285,0.0,14.840336134453782,0.9224885262621112
Jammu and Kashmir,Badgam,193411,309.0,2804.0,558.0,68.0,1.0,1869.0,2586.0,0.22006472491909385,0.0003566333808844508,6.048543689320389,0.9222539229671898
Odisha,Ganjam,761110,77.0,591.0,36.0,7.0,0.0,644.0,545.0,0.09090909090909091,0.0,8.363636363636363,0.922165820642978
Tamil Nadu,Vellore,632013,106.0,551.0,56.0,5.0,0.0,795.0,508.0,0.04716981132075472,0.0,7.5,0.9219600725952813
Assam,Chirang,783375,75.0,832.0,238.0,350.0,108.0,2054.0,767.0,4.666666666666667,0.12980769230769232,27.386666666666667,0.921875
West Bengal,Bardhaman,713325,0.0,563.0,42.0,17.0,0.0,59.0,519.0,17.0,0.0,59.0,0.9218472468916519
Tamil Nadu,Cuddalore,607803,127.0,472.0,27.0,6.0,0.0,495.0,435.0,0.047244094488188976,0.0,3.8976377952755907,0.9216101694915254
Andhra Pradesh,Khammam,507169,61.0,280.0,11.0,6.0,0.0,160.0,258.0,0.09836065573770492,0.0,2.622950819672131,0.9214285714285714
Andhra Pradesh,Srikakulam,532429,119.0,623.0,43.0,2.0,0.0,1199.0,574.0,0.01680672268907563,0.0,10.07563025210084,0.9213483146067416
Rajasthan,Jodhpur,342802,165.0,2282.0,175.0,88.0,2.0,1811.0,2102.0,0.5333333333333333,0.0008764241893076249,10.975757575757576,0.9211218229623137
Punjab,Firozpur,152128,3.0,291.0,1.0,2.0,0.0,56.0,268.0,0.6666666666666666,0.0,18.666666666666668,0.9209621993127147
Punjab,Amritsar,143002,60.0,921.0,68.0,14.0,2.0,852.0,848.0,0.23333333333333334,0.002171552660152009,14.2,0.9207383279044516
West Bengal,Purba Bardhaman,713403,8.0,126.0,17.0,2.0,1.0,50.0,116.0,0.25,0.007936507936507936,6.25,0.9206349206349206
Karnataka,Tumakuru,572106,144.0,729.0,68.0,2.0,1.0,851.0,671.0,0.013888888888888888,0.0013717421124828531,5.909722222222222,0.9204389574759945
Telangana,Nizamabad,503219,119.0,465.0,64.0,7.0,0.0,744.0,428.0,0.058823529411764705,0.0,6.2521008403361344,0.9204301075268817
Tamil Nadu,Madurai,625019,215.0,1533.0,149.0,22.0,0.0,1291.0,1411.0,0.10232558139534884,0.0,6.004651162790697,0.9204174820613177
Tamil Nadu,Kanniyakumari,629167,61.0,402.0,17.0,0.0,0.0,350.0,370.0,0.0,0.0,5.737704918032787,0.9203980099502488
Madhya Pradesh,Jabalpur,482020,77.0,603.0,53.0,9.0,0.0,531.0,555.0,0.11688311688311688,0.0,6.896103896103896,0.9203980099502488
Maharashtra,Raigad,402201,19.0,226.0,22.0,1.0,7.0,109.0,208.0,0.05263157894736842,0.030973451327433628,5.7368421052631575,0.9203539823008849
Uttar Pradesh,Kanpur Nagar,208015,43.0,590.0,39.0,44.0,0.0,389.0,543.0,1.0232558139534884,0.0,9.046511627906977,0.9203389830508475
Madhya Pradesh,Satna,485001,1858.0,11611.0,2088.0,325.0,68.0,10554.0,10686.0,0.17491926803013993,0.005856515373352855,5.6803013993541445,0.9203341658771854
Karnataka,Yadgir,585216,871.0,2849.0,349.0,104.0,3.0,2781.0,2622.0,0.11940298507462686,0.001053001053001053,3.192881745120551,0.9203229203229203
Bihar,Darbhanga,847233,371.0,4337.0,230.0,120.0,1.0,2800.0,3991.0,0.32345013477088946,0.00023057412958266084,7.547169811320755,0.9202213511643994
Madhya Pradesh,Rewa,486446,300.0,2452.0,345.0,28.0,0.0,3712.0,2256.0,0.09333333333333334,0.0,12.373333333333333,0.9200652528548124
Karnataka,Mysuru,570011,63.0,425.0,38.0,3.0,3.0,432.0,391.0,0.047619047619047616,0.007058823529411765,6.857142857142857,0.92
Jharkhand,Chatra,825411,6.0,25.0,8.0,4.0,0.0,15.0,23.0,0.6666666666666666,0.0,2.5,0.92
Tamil Nadu,Tiruchirappalli,622515,2.0,25.0,2.0,1.0,0.0,16.0,23.0,0.5,0.0,8.0,0.92
Tamil Nadu,Villupuram,607104,7.0,25.0,7.0,2.0,0.0,100.0,23.0,0.2857142857142857,0.0,14.285714285714286,0.92
Jammu & Kashmir,Jammu,180001,3.0,25.0,7.0,0.0,0.0,3.0,23.0,0.0,0.0,1.0,0.92
Bihar,Darbhanga,846001,238.0,2682.0,218.0,190.0,3.0,1868.0,2466.0,0.7983193277310925,0.0011185682326621924,7.848739495798319,0.9194630872483222
Maharashtra,Nanded,431810,3.0,1067.0,20.0,9.0,1.0,256.0,981.0,3.0,0.0009372071227741331,85.33333333333333,0.9194001874414246
West Bengal,South 24 Parganas,700039,136.0,2641.0,181.0,135.0,3.0,1490.0,2428.0,0.9926470588235294,0.001135933358576297,10.955882352941176,0.9193487315410829
Karnataka,Hassan,573134,130.0,781.0,77.0,13.0,2.0,1106.0,718.0,0.1,0.002560819462227913,8.507692307692308,0.9193341869398207
Andhra Pradesh,Ananthapuramu,515591,127.0,409.0,61.0,5.0,0.0,2561.0,376.0,0.03937007874015748,0.0,20.165354330708663,0.9193154034229829
Tamil Nadu,Dharmapuri,635301,279.0,1276.0,155.0,33.0,0.0,1997.0,1173.0,0.11827956989247312,0.0,7.157706093189964,0.9192789968652038
Maharashtra,Nagpur,441107,163.0,4249.0,152.0,15.0,3.0,2066.0,3906.0,0.09202453987730061,0.0007060484819957637,12.674846625766872,0.9192751235584844
Tamil Nadu,Villupuram,604302,90.0,297.0,124.0,7.0,0.0,739.0,273.0,0.07777777777777778,0.0,8.21111111111111,0.9191919191919192
West Bengal,Barddhaman,713404,34.0,754.0,61.0,15.0,0.0,465.0,693.0,0.4411764705882353,0.0,13.676470588235293,0.9190981432360743
Gujarat,Banaskantha,385110,447.0,2199.0,412.0,557.0,83.0,2565.0,2021.0,1.2460850111856823,0.03774442928603911,5.738255033557047,0.9190541155070486
Madhya Pradesh,Vidisha,464001,2320.0,11991.0,1462.0,347.0,36.0,10906.0,11019.0,0.1495689655172414,0.003002251688766575,4.700862068965518,0.9189392044033025
West Bengal,Kolkata,700011,32.0,1505.0,106.0,86.0,10.0,577.0,1383.0,2.6875,0.006644518272425249,18.03125,0.9189368770764119
Odisha,Anugul,759100,4.0,37.0,3.0,1.0,0.0,6.0,34.0,0.25,0.0,1.5,0.918918918918919
Andhra Pradesh,East Godavari,533342,202.0,1330.0,77.0,6.0,0.0,2039.0,1222.0,0.0297029702970297,0.0,10.094059405940595,0.9187969924812031
Maharashtra,Thane,421603,11.0,369.0,23.0,8.0,0.0,231.0,339.0,0.7272727272727273,0.0,21.0,0.9186991869918699
Tamil Nadu,Villupuram,607209,89.0,318.0,45.0,10.0,0.0,918.0,292.0,0.11235955056179775,0.0,10.314606741573034,0.9182389937106918
Andhra Pradesh,Karimnagar,505467,24.0,232.0,18.0,2.0,0.0,72.0,213.0,0.08333333333333333,0.0,3.0,0.9181034482758621
Karnataka,Raichur,584122,916.0,3480.0,401.0,134.0,11.0,3448.0,3195.0,0.1462882096069869,0.003160919540229885,3.7641921397379914,0.9181034482758621
Karnataka,yadgir,585323,10.0,61.0,22.0,8.0,0.0,34.0,56.0,0.8,0.0,3.4,0.9180327868852459
West Bengal,Birbhum,731223,50.0,744.0,40.0,11.0,0.0,411.0,683.0,0.22,0.0,8.22,0.918010752688172
Odisha,Kendujhar,758015,168.0,1500.0,108.0,19.0,0.0,1616.0,1377.0,0.1130952380952381,0.0,9.619047619047619,0.918
Andhra Pradesh,Vizianagaram,535161,148.0,939.0,58.0,1.0,0.0,1692.0,862.0,0.006756756756756757,0.0,11.432432432432432,0.9179978700745474
Maharashtra,Pune,411032,94.0,878.0,80.0,22.0,1.0,814.0,806.0,0.23404255319148937,0.0011389521640091116,8.659574468085106,0.9179954441913439
Karnataka,Gadag,582209,370.0,1292.0,307.0,32.0,1.0,1379.0,1186.0,0.08648648648648649,0.0007739938080495357,3.727027027027027,0.9179566563467493
Gujarat,Ahmedabad,382449,321.0,2654.0,196.0,48.0,4.0,1649.0,2436.0,0.14953271028037382,0.0015071590052750565,5.137071651090342,0.9178598342125094
Odisha,JAJPUR,755015,45.0,353.0,32.0,12.0,2.0,478.0,324.0,0.26666666666666666,0.0056657223796034,10.622222222222222,0.9178470254957507
Maharashtra,Nashik,422113,0.0,73.0,5.0,1.0,4.0,63.0,67.0,1.0,0.0547945205479452,63.0,0.9178082191780822
Andhra Pradesh,Mahbubnagar,509126,0.0,73.0,0.0,3.0,0.0,4.0,67.0,3.0,0.0,4.0,0.9178082191780822
Jammu and Kashmir,Doda,182148,7.0,231.0,38.0,12.0,0.0,100.0,212.0,1.7142857142857142,0.0,14.285714285714286,0.9177489177489178
Rajasthan,Churu,331504,71.0,693.0,68.0,41.0,2.0,625.0,636.0,0.5774647887323944,0.002886002886002886,8.80281690140845,0.9177489177489178
Rajasthan,Ajmer,305812,65.0,510.0,61.0,31.0,0.0,421.0,468.0,0.47692307692307695,0.0,6.476923076923077,0.9176470588235294
Maharashtra,Pune,412205,103.0,2683.0,128.0,13.0,9.0,2433.0,2462.0,0.1262135922330097,0.003354453969437197,23.62135922330097,0.9176295191949311
West Bengal,Kolkata,700007,65.0,1638.0,116.0,132.0,19.0,493.0,1503.0,2.0307692307692307,0.0115995115995116,7.584615384615384,0.9175824175824175
Madhya Pradesh,Ujjain,456222,216.0,2083.0,684.0,105.0,5.0,2413.0,1911.0,0.4861111111111111,0.002400384061449832,11.171296296296296,0.9174267882861258
Gujarat,Sabarkantha,383010,167.0,823.0,65.0,12.0,8.0,598.0,755.0,0.0718562874251497,0.009720534629404616,3.5808383233532934,0.9173754556500607
Odisha,Baleswar,756049,115.0,593.0,74.0,6.0,0.0,1044.0,544.0,0.05217391304347826,0.0,9.078260869565218,0.9173693086003373
Maharashtra,Mumbai Suburban,400050,135.0,1620.0,199.0,83.0,44.0,1368.0,1486.0,0.6148148148148148,0.027160493827160494,10.133333333333333,0.917283950617284
Himachal Pradesh,Mandi,175121,103.0,725.0,100.0,5.0,0.0,1109.0,665.0,0.04854368932038835,0.0,10.766990291262136,0.9172413793103448
Tamil Nadu,Kanyakumari,629252,74.0,193.0,42.0,2.0,0.0,546.0,177.0,0.02702702702702703,0.0,7.378378378378378,0.917098445595855
West Bengal,Darjeeling,734006,24.0,578.0,20.0,7.0,2.0,256.0,530.0,0.2916666666666667,0.0034602076124567475,10.666666666666666,0.916955017301038
Tamil Nadu,Villupuram,605203,170.0,264.0,96.0,25.0,0.0,975.0,242.0,0.14705882352941177,0.0,5.735294117647059,0.9166666666666666
Maharashtra,Nagpur,440020,2.0,12.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,4.5,0.9166666666666666
Andhra Pradesh,Ananthapur,515551,35.0,48.0,8.0,1.0,0.0,123.0,44.0,0.02857142857142857,0.0,3.5142857142857142,0.9166666666666666
Tamil Nadu,Sivaganga,625102,7.0,24.0,5.0,0.0,0.0,39.0,22.0,0.0,0.0,5.571428571428571,0.9166666666666666
Andhra Pradesh,Ananthapuramu,515124,19.0,36.0,6.0,0.0,0.0,202.0,33.0,0.0,0.0,10.631578947368421,0.9166666666666666
Maharashtra,Mumbai,400703,0.0,24.0,1.0,0.0,0.0,3.0,22.0,0.0,0.0,3.0,0.9166666666666666
Maharashtra,Gondiya *,441806,0.0,24.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.9166666666666666
Kerala,Kozhikode,673001,45.0,515.0,17.0,12.0,3.0,283.0,472.0,0.26666666666666666,0.005825242718446602,6.288888888888889,0.916504854368932
Tamil Nadu,Krishnagiri,635118,150.0,1720.0,86.0,37.0,0.0,1423.0,1576.0,0.24666666666666667,0.0,9.486666666666666,0.9162790697674419
Kerala,Thrissur,680511,63.0,692.0,39.0,11.0,7.0,547.0,634.0,0.1746031746031746,0.010115606936416185,8.682539682539682,0.9161849710982659
Karnataka,Tumakuru,572133,26.0,143.0,25.0,1.0,0.0,288.0,131.0,0.038461538461538464,0.0,11.076923076923077,0.916083916083916
Rajasthan,Sawai Madhopur,322212,79.0,667.0,72.0,25.0,0.0,975.0,611.0,0.31645569620253167,0.0,12.341772151898734,0.9160419790104948
Jharkhand,Dhanbad,828106,66.0,1596.0,43.0,43.0,3.0,898.0,1462.0,0.6515151515151515,0.0018796992481203006,13.606060606060606,0.9160401002506265
Andhra Pradesh,Vizianagaram,535250,176.0,904.0,72.0,2.0,0.0,1602.0,828.0,0.011363636363636364,0.0,9.102272727272727,0.915929203539823
Karnataka,Ramanagar,562121,65.0,559.0,72.0,6.0,0.0,436.0,512.0,0.09230769230769231,0.0,6.707692307692308,0.9159212880143113
Mizoram,Aizawl,796161,46.0,428.0,38.0,2.0,1.0,890.0,392.0,0.043478260869565216,0.002336448598130841,19.347826086956523,0.9158878504672897
Karnataka,Bellary,583220,71.0,511.0,60.0,15.0,0.0,440.0,468.0,0.2112676056338028,0.0,6.197183098591549,0.9158512720156555
Telangana,Khammam,507211,47.0,83.0,12.0,3.0,0.0,404.0,76.0,0.06382978723404255,0.0,8.595744680851064,0.9156626506024096
Andhra Pradesh,Ananthapuramu,515122,40.0,83.0,19.0,1.0,0.0,799.0,76.0,0.025,0.0,19.975,0.9156626506024096
Tripura,Khowai,799203,83.0,557.0,35.0,10.0,8.0,1537.0,510.0,0.12048192771084337,0.01436265709156194,18.518072289156628,0.9156193895870736
Rajasthan,Jhunjhunun,333033,144.0,1430.0,107.0,51.0,1.0,922.0,1309.0,0.3541666666666667,0.0006993006993006993,6.402777777777778,0.9153846153846154
Karnataka,Bidar,585418,166.0,1062.0,82.0,33.0,1.0,1021.0,972.0,0.19879518072289157,0.0009416195856873823,6.150602409638554,0.9152542372881356
Rajasthan,Nagaur,341022,197.0,1671.0,159.0,128.0,5.0,1982.0,1529.0,0.649746192893401,0.002992220227408737,10.060913705583756,0.9150209455415919
Bihar,Siwan,841506,375.0,3267.0,266.0,325.0,2.0,2344.0,2989.0,0.8666666666666667,0.0006121824303642485,6.250666666666667,0.9149066421793695
Karnataka,Hassan,573101,35.0,188.0,13.0,2.0,0.0,185.0,172.0,0.05714285714285714,0.0,5.285714285714286,0.9148936170212766
Rajasthan,Rajsamand,313704,10.0,47.0,10.0,10.0,0.0,89.0,43.0,1.0,0.0,8.9,0.9148936170212766
Maharashtra,Thane,421505,218.0,2344.0,129.0,38.0,1.0,1873.0,2144.0,0.1743119266055046,0.0004266211604095563,8.591743119266056,0.9146757679180887
Gujarat,Bhavnagar,364002,446.0,3312.0,702.0,89.0,37.0,3281.0,3029.0,0.19955156950672645,0.011171497584541062,7.356502242152466,0.9145531400966184
Bihar,Saharsa,852129,523.0,6399.0,445.0,477.0,13.0,3781.0,5852.0,0.9120458891013384,0.0020315674324113144,7.22944550669216,0.914517893420847
Madhya Pradesh,Agar Malwa,465230,52.0,725.0,257.0,56.0,3.0,523.0,663.0,1.0769230769230769,0.004137931034482759,10.057692307692308,0.9144827586206896
Madhya Pradesh,Seoni,480999,285.0,2818.0,272.0,38.0,0.0,2983.0,2577.0,0.13333333333333333,0.0,10.466666666666667,0.9144783534421576
Odisha,Ganjam,761108,262.0,2022.0,154.0,27.0,0.0,1857.0,1849.0,0.10305343511450382,0.0,7.087786259541985,0.9144411473788329
Odisha,Kendujhar,758017,180.0,864.0,66.0,13.0,2.0,649.0,790.0,0.07222222222222222,0.0023148148148148147,3.6055555555555556,0.9143518518518519
Bihar,Sitamarhi,843334,11.0,105.0,6.0,5.0,0.0,56.0,96.0,0.45454545454545453,0.0,5.090909090909091,0.9142857142857143
Jharkhand,Ramgarh,829119,90.0,1364.0,46.0,49.0,2.0,787.0,1247.0,0.5444444444444444,0.001466275659824047,8.744444444444444,0.9142228739002932
Tamil Nadu,Coimbatore,641022,131.0,1152.0,57.0,10.0,0.0,577.0,1053.0,0.07633587786259542,0.0,4.404580152671755,0.9140625
Andhra Pradesh,Khammam,507306,44.0,569.0,6.0,3.0,0.0,288.0,520.0,0.06818181818181818,0.0,6.545454545454546,0.9138840070298769
Chhattisgarh,Raipur,493992,11.0,499.0,17.0,1.0,0.0,256.0,456.0,0.09090909090909091,0.0,23.272727272727273,0.9138276553106213
Tamil Nadu,Virudhunagar,626002,12.0,58.0,7.0,0.0,0.0,51.0,53.0,0.0,0.0,4.25,0.9137931034482759
Andhra Pradesh,Mahbubnagar,509001,18.0,58.0,14.0,4.0,0.0,19.0,53.0,0.2222222222222222,0.0,1.0555555555555556,0.9137931034482759
Rajasthan,Dausa,303503,441.0,3851.0,369.0,176.0,4.0,5319.0,3519.0,0.39909297052154197,0.001038691249026227,12.061224489795919,0.9137886263308231
Andhra Pradesh,Chittoor,517505,155.0,834.0,75.0,5.0,0.0,1392.0,762.0,0.03225806451612903,0.0,8.980645161290322,0.9136690647482014
Andhra Pradesh,West Godavari,534156,85.0,544.0,37.0,2.0,0.0,817.0,497.0,0.023529411764705882,0.0,9.611764705882353,0.9136029411764706
Andhra Pradesh,Mahabub Nagar,509204,0.0,162.0,30.0,17.0,0.0,5.0,148.0,17.0,0.0,5.0,0.9135802469135802
Andhra Pradesh,Vizianagaram,535260,134.0,717.0,49.0,3.0,0.0,1303.0,655.0,0.022388059701492536,0.0,9.723880597014926,0.9135285913528591
Madhya Pradesh,Singrauli,486670,65.0,705.0,54.0,16.0,0.0,1670.0,644.0,0.24615384615384617,0.0,25.692307692307693,0.9134751773049645
Rajasthan,Hanumangarh,335803,687.0,6364.0,273.0,88.0,2.0,4090.0,5813.0,0.12809315866084425,0.00031426775612822125,5.953420669577874,0.9134192331866751
Rajasthan,Barmer,344044,189.0,2653.0,378.0,119.0,4.0,3109.0,2423.0,0.6296296296296297,0.0015077271013946476,16.44973544973545,0.9133056916698078
Rajasthan,Rajsamand,313330,163.0,1176.0,72.0,49.0,2.0,858.0,1074.0,0.3006134969325153,0.0017006802721088435,5.263803680981595,0.9132653061224489
Tamil Nadu,Tiruppur,638460,37.0,242.0,21.0,4.0,0.0,236.0,221.0,0.10810810810810811,0.0,6.378378378378378,0.9132231404958677
Assam,Cachar,788015,16.0,311.0,50.0,22.0,1.0,254.0,284.0,1.375,0.003215434083601286,15.875,0.9131832797427653
Karnataka,Bidar,585227,354.0,1785.0,152.0,44.0,4.0,1641.0,1630.0,0.12429378531073447,0.002240896358543417,4.635593220338983,0.9131652661064426
